Item,Q4 2006,Q4 2007,Q1 2008,Q2 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Tài sản cố định hữu hình,11886713227.0,8997001883.0,9036976835.0,14308743500.0,11994291098.0,11513968437.0,15272075886.0,19921421242.0,18195244954.0,31022753003.0,42441042903.0,32795191868.0,37365346217.0,42515811706.0,44046278376.0,44713407799.0,43695703307.0,42087302665.0,40252626377.0,39760706843.0,39622506510.0,733524371978.0,728616215823.0,730217850387.0,710800668658.0,712458835408.0,704877662632.0,708737391391.0,685279532526.0,666968423746.0,647666952783.0,2189637186253.0,2440517138500.0,2403867764545.0,2362107385418.0,2314297772303.0,2262819064887.0,2647179156508.0,2765768485781.0,2691896910378.0,2748740929056.0,2660287946648.0,2940384663767.0,2921864355376.0,2907338550613.0,5794274773310.0,5739974376290.0,5687121007479.0,5631548393651.0,5702346751151.0,5655215369234.0,5653627290810.0,6104093281543.0,6042952974450.0,5981792114590.0,5990485468369.0,5920408747077.0,5754393618182.0,5648633533901.0,5752027247417.0,5676446423627.0,5598625807436.0,5529731531983.0,6377594880275.0
Nguyên giá,35686330788.0,34880003544.0,,41928651513.0,40935717822.0,,,50512906564.0,,64360455479.0,68118004142.0,56004670233.0,61347018456.0,65549006849.0,68632122736.0,70659942854.0,69817043962.0,68829391090.0,68927954725.0,70005578011.0,71111732012.0,814824476280.0,814329292620.0,821787274503.0,792226224906.0,801402588545.0,800951431121.0,811332374715.0,811112480738.0,813029480738.0,813614480738.0,2379302528435.0,2662264380872.0,2663292711775.0,2661487384703.0,2660882014789.0,2660889516691.0,3119550431626.0,3314702865087.0,3314238453095.0,3505542125050.0,3510252839916.0,3826426776031.0,3824523774413.0,3839931786001.0,6778098992834.0,6777880915517.0,6774970318149.0,6771544992523.0,6891479104280.0,6890010704328.0,6937378894206.0,7477102910079.0,7478709025232.0,7477948598869.0,7540835599684.0,7518230145220.0,7370570472630.0,7332575128497.0,7489019365347.0,7491880123432.0,7485433468059.0,7491742367563.0,9075201829248.0
Giá trị hao mòn lũy kế,-23799617561.0,-25883001661.0,,-27619908013.0,-28941426724.0,,,-30591485322.0,,-33337702476.0,-25676961239.0,-23209478365.0,-23981672239.0,-23033195143.0,-24585844360.0,-25946535055.0,-26121340655.0,-26742088425.0,-28675328348.0,-30244871168.0,-31489225502.0,-81300104302.0,-85713076797.0,-91569424116.0,-81425556248.0,-88943753137.0,-96073768489.0,-102594983324.0,-125832948212.0,-146061056992.0,-165947527955.0,-189665342182.0,-221747242372.0,-259424947230.0,-299379999285.0,-346584242486.0,-398070451804.0,-472371275118.0,-548934379306.0,-622341542717.0,-756801195994.0,-849964893268.0,-886042112264.0,-902659419037.0,-932593235388.0,-983824219524.0,-1037906539227.0,-1087849310670.0,-1139996598872.0,-1189132353129.0,-1234795335094.0,-1283751603396.0,-1373009628536.0,-1435756050782.0,-1496156484279.0,-1550350131315.0,-1597821398143.0,-1616176854448.0,-1683941594596.0,-1736992117930.0,-1815433699805.0,-1886807660623.0,-1962010835580.0,-2697606948973.0
2. Tài sản cố định thuê tài chính,5992614567.0,5553544570.0,5104194249.0,5574478128.0,4554282099.0,4023951005.0,6533244969.0,5927160762.0,6568449812.0,6115454693.0,5467533602.0,4489395490.0,6146963482.0,5814130190.0,8680073854.0,8186349404.0,8379128825.0,7718720332.0,7215042263.0,6711364194.0,6207686125.0,5044305956.0,4047292440.0,3672722982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39452289428.0
Nguyên giá,9410639959.0,8379678920.0,,9174460586.0,8620361451.0,,,10178301279.0,,9650113602.0,7786116739.0,6660873792.0,8477245909.0,8477245909.0,11695069062.0,11695069062.0,12420578835.0,11169758155.0,11169758155.0,11169758155.0,11169758155.0,9998329584.0,7770460199.0,7770460199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41504594168.0
Giá trị hao mòn lũy kế,-3418025392.0,-2826134350.0,,-3599982458.0,-4066079352.0,,,-4251140517.0,,-3534658909.0,-2318583137.0,-2171478302.0,-2330282427.0,-2663115719.0,-3014995208.0,-3508719658.0,-4041450010.0,-3451037823.0,-3954715892.0,-4458393961.0,-4962072030.0,-4954023628.0,-3723167759.0,-4097737217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2052304740.0
3. Tài sản cố định vô hình,128000473.0,672753581.0,657223652.0,652893724.0,689449949.0,700537907.0,695760248.0,837486710.0,419461673.0,3718754240.0,3661774624.0,297910112.0,388087276.0,844250564.0,872276851.0,802057157.0,926304875.0,763952923.0,712376561.0,672468066.0,682932823.0,633451384.0,560953951.0,516808104.0,467923653.0,420894538.0,367010679.0,370227498.0,341142330.0,312068654.0,282994979.0,359077309.0,290578069.0,268608496.0,435780042.0,410560470.0,505368675.0,2409667918.0,1631531678.0,1769598445.0,6049218001.0,5736014376.0,5949439486.0,5983434374.0,5868172476.0,138774868910.0,136398955086.0,133854956823.0,131286760938.0,128734798834.0,126181186912.0,123884739065.0,134427428143.0,131846088211.0,129266775140.0,126742682108.0,124112003667.0,118046325137.0,152497158729.0,149483028319.0,146257957048.0,143506169649.0,140256398379.0,728731864734.0
Nguyên giá,160878251.0,740826951.0,,738826951.0,808831951.0,,,1034283588.0,,3948764730.0,3948764730.0,598453837.0,721453837.0,1230323088.0,1297643088.0,1297643088.0,1480018488.0,1357018488.0,1357018488.0,1357018488.0,1425262488.0,1425262488.0,1324524088.0,1324524088.0,1279831888.0,1279831888.0,1152694888.0,1185694888.0,1185694888.0,1185694888.0,1185694888.0,1293551888.0,1250694888.0,1250694888.0,1441862888.0,1441862888.0,1566862888.0,3506862888.0,2868862888.0,3171262888.0,7685157188.0,7735157188.0,8251292188.0,8563416388.0,8748458388.0,144219115868.0,144409115868.0,144439115868.0,144439115868.0,144456115868.0,144456115868.0,144512510344.0,157561710462.0,157561710462.0,157561710462.0,157611710462.0,157439431893.0,152587572893.0,196871884864.0,197081884864.0,197908214702.0,197812411065.0,197812411065.0,825342696934.0
Giá trị hao mòn lũy kế,-32877778.0,-68073370.0,,-85933227.0,-119382002.0,,,-196796878.0,,-230010490.0,-286990106.0,-300543725.0,-333366561.0,-386072524.0,-425366237.0,-495585931.0,-553713613.0,-593065565.0,-644641927.0,-684550422.0,-742329665.0,-791811104.0,-763570137.0,-807715984.0,-811908235.0,-858937350.0,-785684209.0,-815467390.0,-844552558.0,-873626234.0,-902699909.0,-934474579.0,-960116819.0,-982086392.0,-1006082846.0,-1031302418.0,-1061494213.0,-1097194970.0,-1237331210.0,-1401664443.0,-1635939187.0,-1999142812.0,-2301852702.0,-2579982014.0,-2880285912.0,-5444246958.0,-8010160782.0,-10584159045.0,-13152354930.0,-15721317034.0,-18274928956.0,-20627771279.0,-23134282319.0,-25715622251.0,-28294935322.0,-30869028354.0,-33327428226.0,-34541247756.0,-44374726135.0,-47598856545.0,-51650257654.0,-54306241416.0,-57556012686.0,-96610832200.0
III. Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1361193137987.0
Nguyên giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709949900214.0
Giá trị hao mòn lũy kế,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-348756762227.0
IV. Tài sản dở dang dài hạn,8532634648.0,11905753245.0,13258904750.0,12427067918.0,32400658911.0,62106754730.0,192315414216.0,238574039583.0,488299494505.0,668538144008.0,915064810009.0,1008457197098.0,1606534496562.0,1776957364506.0,1914573444630.0,2166410831405.0,2385751626166.0,2436338139752.0,2877521980263.0,3084096879450.0,1873062576570.0,1756947069772.0,1783601669238.0,2088008410596.0,2649330135400.0,3092245714010.0,3502850830133.0,3936272060169.0,3422135642724.0,3717933282259.0,4125749108580.0,2865262543898.0,2038634741149.0,2240626574798.0,2847828442863.0,3213008160665.0,4145822652518.0,3981616743076.0,4488078921245.0,5393281124349.0,5367931244796.0,5008671394894.0,4777396587154.0,4836542740050.0,4764734435981.0,1719563596528.0,1773838403933.0,1754440820900.0,1800047920309.0,1734425998787.0,1692656030716.0,1545175941949.0,1136982809271.0,1126639773919.0,1135851321180.0,1071643226621.0,1056043753134.0,998677735005.0,953945273094.0,944727651441.0,930432995260.0,886674900822.0,901978087513.0,2548400041716.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614726749147.0,583285090049.0,561186920267.0,713312024739.0,687620444660.0,677457794732.0,641548678073.0,622753673371.0,610782218159.0,555473257625.0,568840515374.0,550833232432.0
2. chi phí xây dựng cơ bản dở dang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4125749108580.0,2865262543898.0,2038634741149.0,2240626574798.0,2847828442863.0,3213008160665.0,4145822652518.0,3981616743076.0,4488078921245.0,5393281124349.0,5367931244796.0,5008671394894.0,4777396587154.0,4836542740050.0,4764734435981.0,1719563596528.0,1773838403933.0,1754440820900.0,1800047920309.0,1734425998787.0,1692656030716.0,1545175941949.0,522256060124.0,543354683870.0,574664400913.0,358331201882.0,368423308474.0,321219940273.0,312396595021.0,321973978070.0,319650777101.0,331201643197.0,333137572139.0,1997566809284.0
V. Các khoản đầu tư tài chính dài hạn,61000000.0,61000000.0,61000000.0,61000000.0,10000000.0,10000000.0,1310000000.0,1310000000.0,6073000000.0,17610000000.0,19410000000.0,28580000000.0,18406543633.0,20620000000.0,22060000000.0,21060000000.0,30646462173.0,27776184867.0,46937854933.0,45646481084.0,44914653991.0,44658439691.0,55428634583.0,55735642512.0,52137407498.0,53012418725.0,132549673078.0,136890769860.0,132096969269.0,132052708429.0,240270036382.0,294237246008.0,321821249053.0,325935648563.0,336363241010.0,339789768121.0,325406167622.0,324320135147.0,325011545454.0,325717857748.0,319652803472.0,322466780065.0,339640970156.0,358009128827.0,483788137557.0,493943320547.0,485954168501.0,491261440265.0,500164965951.0,370193363939.0,373000993522.0,349128609608.0,350744115288.0,350284694889.0,348887260995.0,351039571838.0,344929847457.0,523757157557.0,515474717227.0,261523611422.0,348812484759.0,747783778075.0,764704393317.0,1027469411812.0
1. Đầu tư vào công ty con,61000000.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2. Đầu tư vào công ty liên kết, liên doanh",0.0,0.0,,0.0,0.0,,,0.0,,11800000000.0,13600000000.0,21440000000.0,11226543633.0,13440000000.0,14880000000.0,14880000000.0,23806462173.0,20936184867.0,22452854933.0,22405481084.0,21673653991.0,21417439691.0,20932803333.0,20635991262.0,17037756248.0,17912767475.0,16651730717.0,16542827499.0,16909026908.0,16864766068.0,234140036382.0,288107246008.0,315691249053.0,319805648563.0,330233241010.0,333659768121.0,314276167622.0,313190135147.0,313881545454.0,314587857748.0,308522803472.0,311336780065.0,328510970156.0,346879128827.0,454658137557.0,455235125062.0,456824168501.0,462131440265.0,472364965951.0,342393363939.0,345200993522.0,321328609608.0,322944115288.0,322484694889.0,321087260995.0,323239571838.0,322129847457.0,499957157557.0,491674717227.0,237723611422.0,337400017671.0,723983778075.0,740904393317.0,977026631888.0
3. Đầu tư khác vào công cụ vốn,0.0,61000000.0,,61000000.0,10000000.0,,,1310000000.0,,5810000000.0,5810000000.0,7140000000.0,7180000000.0,7180000000.0,7180000000.0,6180000000.0,6840000000.0,6840000000.0,24485000000.0,23241000000.0,23241000000.0,23241000000.0,34495831250.0,35099651250.0,35099651250.0,35099651250.0,115897942361.0,120347942361.0,115187942361.0,115187942361.0,6130000000.0,6130000000.0,6130000000.0,6130000000.0,6130000000.0,6130000000.0,6130000000.0,6130000000.0,6130000000.0,6130000000.0,6130000000.0,6130000000.0,6130000000.0,6130000000.0,24130000000.0,33708195485.0,24130000000.0,24130000000.0,24130000000.0,24130000000.0,24130000000.0,24130000000.0,22800000000.0,22800000000.0,22800000000.0,22800000000.0,22800000000.0,23800000000.0,23800000000.0,23800000000.0,23800000000.0,23800000000.0,23800000000.0,48431579924.0
4. Dự phòng giảm giá đầu tư tài chính dài hạn,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1330000000.0,-1330000000.0,-1330000000.0,-1330000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12387532912.0,0.0,0.0,-488800000.0
5. Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000000.0
VI. Tổng tài sản dài hạn khác,1704544850.0,2020436911.0,2688190091.0,2568046489.0,1807736977.0,1711934809.0,2566711135.0,2127601939.0,3611543554.0,4172909622.0,9415275579.0,6145956840.0,4966338968.0,4059640921.0,34428859150.0,25576939364.0,16146933426.0,7556756131.0,3354483702.0,7711058160.0,694183886237.0,7602335225.0,7824335842.0,9030471396.0,6687182618.0,8187634207.0,8456009112.0,7797648353.0,6502840228.0,3784205638.0,4948781337.0,31683126817.0,59254439777.0,74982679997.0,91361693688.0,107033930076.0,135477075580.0,138164898012.0,164923223246.0,188234716323.0,248173665813.0,267355220751.0,290686838596.0,307098176498.0,323239983164.0,336350640252.0,404885356733.0,443731523543.0,499984795674.0,559419752649.0,743146137108.0,811420917640.0,845623010116.0,875067998837.0,898917246897.0,941703610548.0,940519963992.0,950461731976.0,1026124009017.0,1065043899424.0,1124351838321.0,1130918422762.0,1174355987466.0,1285890263022.0
1. Chi phí trả trước dài hạn,1704544850.0,2020436911.0,,2144984489.0,1384674977.0,,,1704539939.0,,4172909622.0,8702160612.0,5381841873.0,4202224001.0,3613166845.0,33867385074.0,24975465288.0,15807933426.0,7217756131.0,2938870702.0,7295445160.0,693267032048.0,6458058586.0,6730207453.0,7894250393.0,6687182618.0,7584434544.0,7279769769.0,6621409010.0,6502840228.0,3784205638.0,4948781337.0,31683126817.0,59254439777.0,74982679997.0,91361693688.0,107033930076.0,135477075580.0,138164898012.0,164923223246.0,188234716323.0,248173665813.0,267355220751.0,290686838596.0,307098176498.0,323239983164.0,336350640252.0,404885356733.0,443731523543.0,499984795674.0,559419752649.0,743146137108.0,811420917640.0,845623010116.0,875067998837.0,898917246897.0,941703610548.0,940519963992.0,950461731976.0,1026124009017.0,1065043899424.0,1124351838321.0,1130918422762.0,1174355987466.0,1262042159722.0
2. Tài sản Thuế thu nhập hoãn lại,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394313689.0,621736139.0,633587889.0,781680503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23848103300.0
3. Tài sản dài hạn khác,0.0,0.0,,423062000.0,423062000.0,,,423062000.0,,0.0,713114967.0,764114967.0,764114967.0,446474076.0,561474076.0,601474076.0,339000000.0,339000000.0,415613000.0,415613000.0,522540500.0,522540500.0,460540500.0,354540500.0,0.0,603199663.0,1176239343.0,1176239343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VII. Lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154194726.0,1122716689.0,1091238652.0,1059760615.0,1028282578.0,996804541.0,965326504.0,933848467.0,902370430.0,870892393.0,839414356.0,807936319.0,776458282.0,744980245.0,713502208.0,682024171.0,682024171.0,0.0,0.0,0.0,98104401520.0,94671410843.0,92202964302.0,2452243077488.0
